step,id,hours,free,work,money,type,happiness
1,16,16,8,8,9.0,red,4.302149681740889
1,17,16,8,8,210.51056371862194,red,204.6370888651553
1,18,16,8,8,326.42362169474495,red,334.6520928864695
1,19,16,8,8,8.0,red,10.840215062325633
1,20,16,8,8,0.6444951039987266,blue,8.0
1,21,16,8,8,519.9540578561507,blue,462.9322123914853
1,22,16,8,8,499.6710294293429,blue,305.587817674722
1,23,16,8,8,230.82469500968972,blue,239.82469500968972
1,24,16,8,8,251.88875021981718,blue,1.0
1,25,16,8,8,81.53776305869843,blue,52.99642655545293
1,26,16,8,8,0.0,blue,7.56059132226149
1,27,16,8,8,8.0,blue,3.645884149516562
1,28,16,8,8,513.2924582098525,blue,0.34358060433143
1,29,16,8,8,5.530126586745108,blue,0.0
1,30,16,8,8,104.21410925197378,blue,7.8347521814884855
1,31,16,8,8,8.236879174321704,blue,5.805203144201229
1,32,16,8,8,527.7143339576328,blue,4.668034727074035
1,33,16,8,8,10.35636011462581,blue,8.444922157610218
1,34,16,8,8,504.69131426473695,blue,0.2971964148812787
1,35,16,8,8,240.90381606841933,blue,241.53530108050245
1,36,16,8,8,184.73462651742892,blue,192.73462651742892
1,37,16,8,8,85.41803860196212,blue,91.8739099638948
1,38,16,8,8,52.94268736831323,blue,54.565829219292056
1,39,16,8,8,355.10982410936316,blue,356.10982410936316
1,40,16,8,8,0.0,blue,9.0
1,41,16,8,8,95.1340049703025,blue,85.1963897366771
1,42,16,8,8,29.16354389873552,blue,16.293939878019437
1,43,16,8,8,448.8433501984669,blue,254.69746524557536
1,44,16,8,8,121.5434218487631,blue,130.17076980529006
1,45,16,8,8,507.20156641623475,blue,281.832448449013
1,46,16,8,8,515.6991877401853,blue,519.5556230284395
1,47,16,8,8,46.10659252605869,blue,41.65210192872899
1,48,16,8,8,25.709772178484098,blue,0.40278058678431866
1,49,16,8,8,2.723219489038203,blue,5.8455089126605415
1,50,16,8,8,43.283313670774845,white,1.4602370709119474
1,51,16,8,8,11.619749254744722,white,13.08844066774114
1,52,16,8,8,107.59533426425403,white,1.0
1,53,16,8,8,1.0,white,6.5923624965220275
1,54,16,8,8,95.5004759881661,white,66.46615382784545
1,55,16,8,8,93.64806242174075,white,92.72277896651126
1,56,16,8,8,14.243101063666503,white,17.373774954564162
1,57,16,8,8,8.37143596149556,white,13.433179877221466
1,58,16,8,8,129.07524875527525,white,0.25400257665346154
1,59,16,8,8,107.29577161375607,white,0.4884403930716993
1,60,16,8,8,28.734057940534917,white,29.734057940534917
1,61,16,8,8,20.743653519494256,white,18.778679250304137
1,62,16,8,8,8.033838614391327,white,8.291847100625256
1,63,16,8,8,8.0,white,14.723167280665875
1,64,16,8,8,4.124269773702088,white,8.75770101060663
1,65,16,8,8,3.6673878116581546,white,4.667387811658155
1,66,16,8,8,10.093742668281724,white,0.4594578297835683
1,67,16,8,8,0.6095998252909711,white,6.393437557969763
1,68,16,8,8,85.00142430960486,white,68.08953799860508
1,69,16,8,8,68.55087688383058,white,69.55087688383058
1,70,16,8,8,0.9798945815973246,white,9.641368943243496
1,71,16,8,8,114.83370147806072,white,87.05409832165053
1,72,16,8,8,16.476260797774078,white,4.642571199086115
1,73,16,8,8,24.198887357636234,white,8.23866718080078
1,74,16,8,8,116.64149174868176,white,21.770961462320216
1,75,16,8,8,103.42866548833416,white,111.42866548833416
1,76,16,8,8,0.180722851871701,white,0.7967092088477106
1,77,16,8,8,111.6204423440814,white,1.2606587621834198
1,78,16,8,8,119.24947665624661,white,128.2494766562466
1,79,16,8,8,28.49386906905361,white,35.211848734303494
1,80,16,8,8,88.69511706783946,white,60.8866668422065
1,81,16,8,8,9.0,white,0.0
1,82,16,8,8,108.08343290775665,white,85.90311290124633
1,83,16,8,8,69.06414541177071,white,73.56392382506883
1,84,16,8,8,50.50652380559109,white,8.453275197617588
1,85,16,8,8,112.72572789532369,white,55.52703143305259
1,86,16,8,8,112.2454085220707,white,3.3279796540890008
1,87,16,8,8,74.34180520203338,white,33.06190937702711
1,88,16,8,8,8.894385926084182,white,9.634759048970698
1,89,16,8,8,104.37896798987322,white,0.46093368409512686
1,90,16,8,8,20.276990117112316,white,9.0
1,91,16,8,8,67.7025407863687,white,16.16200731880236
1,92,16,8,8,5.030103734333267,white,6.261121296822399
1,93,16,8,8,0.7020381159868436,white,1.7020381159868436
1,94,16,8,8,0.7651562564399224,white,8.765156256439923
1,95,16,8,8,136.59559757471047,white,117.83661541839841
1,96,16,8,8,124.19015372278449,white,16.531721106308215
1,97,16,8,8,8.866401453305489,white,5.168581563561326
1,98,16,8,8,20.012052540988446,white,5.604490255178999
1,99,16,8,8,121.40405159998743,white,127.73958429112712
2,0,16,8,8,1025.1021898368263,red,704.1977651042093
2,1,16,8,8,9.0,red,0.0
2,2,16,8,8,4.835643224558338,red,8.0
2,3,16,8,8,149.5362834998049,red,11.357794475859802
2,4,16,8,8,1025.2738045932047,red,1033.524029543917
2,5,16,8,8,8.0,red,11.984657991639155
2,6,16,8,8,685.1763299822195,red,9.0
2,7,16,8,8,1.0,red,1.7021580652695776
2,8,16,8,8,1009.1355372723509,red,1009.1355372723509
2,9,16,8,8,8.0,red,10.205177932097008
2,10,16,8,8,2.0710608309098393,red,1.055589257354663
2,11,16,8,8,885.6948412311847,red,3.1979158063153674
2,12,16,8,8,0.0,red,2.6796070913486347
2,13,16,8,8,0.0,red,8.549254748178397
2,14,16,8,8,13.746880654430193,red,21.746880654430193
2,15,16,8,8,9.0,red,8.620808886035983
2,16,16,8,8,9.0,red,4.302149681740889
2,17,16,8,8,100.77245304341339,red,102.13867795643567
2,18,16,8,8,189.82309386053169,red,198.05156505225625
2,19,16,8,8,8.0,red,10.840215062325633
2,20,16,8,8,0.6444951039987266,blue,8.0
2,21,16,8,8,521.531562978502,blue,464.30941174098234
2,22,16,8,8,500.6035993344682,blue,306.156290560884
2,23,16,8,8,156.5165984842418,blue,165.5165984842418
2,24,16,8,8,175.71063084525747,blue,1.0
2,25,16,8,8,32.73616080659706,blue,26.663890209964453
2,26,16,8,8,0.0,blue,7.56059132226149
2,27,16,8,8,8.0,blue,3.645884149516562
2,28,16,8,8,521.2924582098525,blue,0.34358060433143
2,29,16,8,8,5.530126586745108,blue,0.0
2,30,16,8,8,52.47384528297014,blue,7.8347521814884855
2,31,16,8,8,8.236879174321704,blue,5.805203144201229
2,32,16,8,8,532.6564527682516,blue,4.668034727074035
2,33,16,8,8,8.631019038248516,blue,7.038021381269251
2,34,16,8,8,504.69131426473695,blue,0.2971964148812787
2,35,16,8,8,171.77753189323386,blue,174.54000010479862
2,36,16,8,8,114.2762126387423,blue,122.2762126387423
2,37,16,8,8,35.69771897173317,blue,42.153590333665846
2,38,16,8,8,23.922308716953715,blue,29.391824276783687
2,39,16,8,8,299.87747424614946,blue,300.87747424614946
2,40,16,8,8,0.0,blue,9.0
2,41,16,8,8,41.178952202006485,blue,41.41461808662866
2,42,16,8,8,8.07220013484695,blue,10.295686108458987
2,43,16,8,8,423.8106868861352,blue,240.5177156998484
2,44,16,8,8,59.974852802243035,blue,68.60220075877
2,45,16,8,8,516.0600825592173,blue,286.75228618628057
2,46,16,8,8,516.6991877401853,blue,520.5556230284395
2,47,16,8,8,20.11474642327915,blue,18.73513671407243
2,48,16,8,8,5.861572868987015,blue,0.40278058678431866
2,49,16,8,8,1.1545803934137466,blue,4.276869817036085
2,50,16,8,8,32.52196286699841,white,1.4602370709119474
2,51,16,8,8,9.93731624455423,white,11.593850191585773
2,52,16,8,8,108.59533426425403,white,1.0
2,53,16,8,8,1.0,white,6.5923624965220275
2,54,16,8,8,95.73173835914311,white,66.61957652220319
2,55,16,8,8,94.64806242174075,white,93.61679403528512
2,56,16,8,8,10.9662633648291,white,15.217198306386774
2,57,16,8,8,8.37143596149556,white,13.433179877221466
2,58,16,8,8,138.07524875527525,white,0.25400257665346154
2,59,16,8,8,103.3779393252758,white,0.4884403930716993
2,60,16,8,8,15.942337842673876,white,16.942337842673876
2,61,16,8,8,10.436579612111206,white,9.540623625449271
2,62,16,8,8,8.033838614391327,white,8.291847100625256
2,63,16,8,8,8.0,white,14.723167280665875
2,64,16,8,8,4.124269773702088,white,8.75770101060663
2,65,16,8,8,3.6673878116581546,white,4.667387811658155
2,66,16,8,8,9.681284938610878,white,0.4594578297835683
2,67,16,8,8,0.6095998252909711,white,6.393437557969763
2,68,16,8,8,78.48298668345136,white,63.54645842982983
2,69,16,8,8,58.81884774329443,white,59.81884774329443
2,70,16,8,8,0.9798945815973246,white,9.641368943243496
2,71,16,8,8,122.83370147806072,white,93.06439844845636
2,72,16,8,8,12.621670283251436,white,3.6216358723824422
2,73,16,8,8,13.378216304584674,white,8.23866718080078
2,74,16,8,8,117.64149174868176,white,21.88045047237023
2,75,16,8,8,108.10673783184214,white,116.10673783184214
2,76,16,8,8,0.007926740449273328,white,0.7271101018805983
2,77,16,8,8,120.56695110230058,white,1.2606587621834198
2,78,16,8,8,124.14951168686268,white,133.1495116868627
2,79,16,8,8,19.797300463468485,white,26.515280128718373
2,80,16,8,8,89.69511706783946,white,61.512553830194896
2,81,16,8,8,9.0,white,0.0
2,82,16,8,8,109.08343290775665,white,86.69789810181042
2,83,16,8,8,65.66903928238274,white,70.16881769568086
2,84,16,8,8,41.296347731691775,white,8.453275197617588
2,85,16,8,8,113.72572789532369,white,55.9430169822475
2,86,16,8,8,120.04684384445272,white,3.3279796540890008
2,87,16,8,8,62.27401482527854,white,27.857349165057833
2,88,16,8,8,8.894385926084182,white,9.634759048970698
2,89,16,8,8,106.06764138836377,white,0.46093368409512686
2,90,16,8,8,15.225603564869598,white,9.0
2,91,16,8,8,58.51139652716535,white,14.06590613306898
2,92,16,8,8,5.030103734333267,white,6.261121296822399
2,93,16,8,8,0.7020381159868436,white,1.7020381159868436
2,94,16,8,8,0.7651562564399224,white,8.765156256439923
2,95,16,8,8,144.73288760222832,white,124.35297668147084
2,96,16,8,8,129.29867318578846,white,17.087289415055498
2,97,16,8,8,8.866401453305489,white,5.168581563561326
2,98,16,8,8,13.99603350809775,white,5.604490255178999
2,99,16,8,8,127.66909644862255,white,134.00462913976227
3,0,16,8,8,1026.7815687147427,red,705.3383146349393
3,1,16,8,8,9.0,red,0.0
3,2,16,8,8,4.835643224558338,red,8.0
3,3,16,8,8,79.92325099396231,red,6.535971526529876
3,4,16,8,8,1034.0704423741379,red,1042.3206673248503
3,5,16,8,8,8.0,red,11.984657991639155
3,6,16,8,8,603.6101403491066,red,9.0
3,7,16,8,8,1.0,red,1.7021580652695776
3,8,16,8,8,1011.7356367916202,red,1011.7356367916202
3,9,16,8,8,8.0,red,10.205177932097008
3,10,16,8,8,2.0710608309098393,red,1.055589257354663
3,11,16,8,8,850.7340141281773,red,3.1979158063153674
3,12,16,8,8,0.0,red,2.6796070913486347
3,13,16,8,8,0.0,red,8.549254748178397
3,14,16,8,8,10.22193007201301,red,18.22193007201301
3,15,16,8,8,9.0,red,8.620808886035983
3,16,16,8,8,9.0,red,4.302149681740889
3,17,16,8,8,51.973455446890604,red,56.55907323382584
3,18,16,8,8,112.69386237954392,red,120.92233357126847
3,19,16,8,8,8.0,red,10.840215062325633
3,20,16,8,8,0.6444951039987266,blue,8.0
3,21,16,8,8,523.1090681008534,blue,465.6866110904794
3,22,16,8,8,501.53616923959345,blue,306.7247634470459
3,23,16,8,8,106.32319304247206,blue,115.32319304247206
3,24,16,8,8,122.5708800615159,blue,1.0
3,25,16,8,8,13.23794862874024,blue,16.14297783923686
3,26,16,8,8,0.0,blue,7.56059132226149
3,27,16,8,8,8.0,blue,3.645884149516562
3,28,16,8,8,529.2924582098525,blue,0.34358060433143
3,29,16,8,8,5.530126586745108,blue,0.0
3,30,16,8,8,30.44590621843102,blue,7.8347521814884855
3,31,16,8,8,8.236879174321704,blue,5.805203144201229
3,32,16,8,8,537.5985715788704,blue,4.668034727074035
3,33,16,8,8,8.525893004138451,blue,6.952298099636354
3,34,16,8,8,504.69131426473695,blue,0.2971964148812787
3,35,16,8,8,124.8009109461298,blue,129.01154596140992
3,36,16,8,8,72.7981490387318,blue,80.7981490387318
3,37,16,8,8,15.113133739612074,blue,21.56900510154475
3,38,16,8,8,15.361166414617756,blue,21.965379528364576
3,39,16,8,8,254.09230989831656,blue,255.09230989831656
3,40,16,8,8,0.0,blue,9.0
3,41,16,8,8,17.96007027908285,blue,22.573680414221947
3,42,16,8,8,3.150002819546942,blue,8.895842223141024
3,43,16,8,8,400.6280155263934,blue,227.38589390443843
3,44,16,8,8,30.100777829421222,blue,38.72812578594818
3,45,16,8,8,524.9185987021999,blue,291.67212392354816
3,46,16,8,8,517.6991877401853,blue,521.5556230284395
3,47,16,8,8,12.996375340097485,blue,12.458881389490221
3,48,16,8,8,1.3363804338646803,blue,0.40278058678431866
3,49,16,8,8,1.0655384158934358,blue,4.187827839515774
3,50,16,8,8,26.016192182455498,white,1.4602370709119474
3,51,16,8,8,9.656810639006384,white,11.344662851572433
3,52,16,8,8,109.59533426425403,white,1.0
3,53,16,8,8,1.0,white,6.5923624965220275
3,54,16,8,8,95.96300073012011,white,66.77299921656095
3,55,16,8,8,95.64806242174075,white,94.51080910405898
3,56,16,8,8,10.289048892400167,white,14.771504911939386
3,57,16,8,8,8.37143596149556,white,13.433179877221466
3,58,16,8,8,147.07524875527525,white,0.25400257665346154
3,59,16,8,8,99.86073911771796,white,0.4884403930716993
3,60,16,8,8,8.845187700808962,white,9.845187700808962
3,61,16,8,8,5.61057287907482,white,5.215155597731038
3,62,16,8,8,8.033838614391327,white,8.291847100625256
3,63,16,8,8,8.0,white,14.723167280665875
3,64,16,8,8,4.124269773702088,white,8.75770101060663
3,65,16,8,8,3.6673878116581546,white,4.667387811658155
3,66,16,8,8,9.653445786348616,white,0.4594578297835683
3,67,16,8,8,0.6095998252909711,white,6.393437557969763
3,68,16,8,8,73.07791310812338,white,59.77934723906283
3,69,16,8,8,50.923769015210944,white,51.923769015210944
3,70,16,8,8,0.9798945815973246,white,9.641368943243496
3,71,16,8,8,130.83370147806073,white,99.07469857526219
3,72,16,8,8,11.59620548091723,white,3.3500290080346624
3,73,16,8,8,8.491166683588153,white,8.23866718080078
3,74,16,8,8,118.64149174868176,white,21.989939482420247
3,75,16,8,8,112.78481017535012,white,120.78481017535012
3,76,16,8,8,0.0003476771946624435,white,0.7240573940978484
3,77,16,8,8,129.51345986051976,white,1.2606587621834198
3,78,16,8,8,129.04954671747873,white,138.04954671747873
3,79,16,8,8,16.19666509195688,white,22.91464475720677
3,80,16,8,8,90.69511706783946,white,62.13844081818329
3,81,16,8,8,9.0,white,0.0
3,82,16,8,8,110.08343290775665,white,87.4926833023745
3,83,16,8,8,62.602165474846025,white,67.10194388814415
3,84,16,8,8,35.255079196622816,white,8.453275197617588
3,85,16,8,8,114.72572789532369,white,56.3590025314424
3,86,16,8,8,127.84827916683474,white,3.3279796540890008
3,87,16,8,8,53.595732448867935,white,24.114605733625556
3,88,16,8,8,8.894385926084182,white,9.634759048970698
3,89,16,8,8,107.75631478685432,white,0.46093368409512686
3,90,16,8,8,13.674686493571288,white,9.0
3,91,16,8,8,51.654083244345784,white,12.502050524049391
3,92,16,8,8,5.030103734333267,white,6.261121296822399
3,93,16,8,8,0.7020381159868436,white,1.7020381159868436
3,94,16,8,8,0.7651562564399224,white,8.765156256439923
3,95,16,8,8,152.87017762974617,white,130.86933794454325
3,96,16,8,8,134.2531555218414,white,17.62610567915966
3,97,16,8,8,8.866401453305489,white,5.168581563561326
3,98,16,8,8,11.992003842738104,white,5.604490255178999
3,99,16,8,8,133.9341412972577,white,140.2696739883974
4,0,16,8,8,1028.460947592659,red,706.4788641656692
4,1,16,8,8,9.0,red,0.0
4,2,16,8,8,4.835643224558338,red,8.0
4,3,16,8,8,42.716897196741094,red,3.9588326756218546
4,4,16,8,8,1042.867080155071,red,1051.1173051057835
4,5,16,8,8,8.0,red,11.984657991639155
4,6,16,8,8,531.8277788324508,red,9.0
4,7,16,8,8,1.0,red,1.7021580652695776
4,8,16,8,8,1014.3357363108895,red,1014.3357363108895
4,9,16,8,8,8.0,red,10.205177932097008
4,10,16,8,8,2.0710608309098393,red,1.055589257354663
4,11,16,8,8,817.1926604152167,red,3.1979158063153674
4,12,16,8,8,0.0,red,2.6796070913486347
4,13,16,8,8,0.0,red,8.549254748178397
4,14,16,8,8,9.652186731809614,red,17.652186731809614
4,15,16,8,8,9.0,red,8.620808886035983
4,16,16,8,8,9.0,red,4.302149681740889
4,17,16,8,8,30.273226130263446,red,36.29046274268875
4,18,16,8,8,69.14411595347032,red,77.37258714519487
4,19,16,8,8,8.0,red,10.840215062325633
4,20,16,8,8,0.6444951039987266,blue,8.0
4,21,16,8,8,524.6865732232047,blue,467.06381043997646
4,22,16,8,8,502.4687391447187,blue,307.2932363332079
4,23,16,8,8,72.41870527270281,blue,81.41870527270281
4,24,16,8,8,85.5020585082602,blue,1.0
4,25,16,8,8,5.447624938776683,blue,11.939448195899134
4,26,16,8,8,0.0,blue,7.56059132226149
4,27,16,8,8,8.0,blue,3.645884149516562
4,28,16,8,8,537.2924582098525,blue,0.34358060433143
4,29,16,8,8,5.530126586745108,blue,0.0
4,30,16,8,8,21.067714802134063,blue,7.8347521814884855
4,31,16,8,8,8.236879174321704,blue,5.805203144201229
4,32,16,8,8,542.5406903894892,blue,4.668034727074035
4,33,16,8,8,8.519487613807796,blue,6.947074930286043
4,34,16,8,8,504.69131426473695,blue,0.2971964148812787
4,35,16,8,8,92.87668788192987,blue,98.07146350042697
4,36,16,8,8,48.380486685890524,blue,56.380486685890524
4,37,16,8,8,6.59096106796172,blue,13.046832429894398
4,38,16,8,8,12.835590907786363,blue,19.77454490640925
4,39,16,8,8,216.13844265294966,blue,217.13844265294966
4,40,16,8,8,0.0,blue,9.0
4,41,16,8,8,7.968114936812199,blue,14.465718607356102
4,42,16,8,8,2.0012838625201974,blue,8.569153326914865
4,43,16,8,8,379.15861593961284,blue,215.2245547277271
4,44,16,8,8,15.60538887848666,blue,24.23273683501362
4,45,16,8,8,533.7771148451825,blue,296.59196166081574
4,46,16,8,8,518.6991877401853,blue,522.5556230284395
4,47,16,8,8,11.046871381144058,blue,10.740007161145462
4,48,16,8,8,0.30468147439835347,blue,0.40278058678431866
4,49,16,8,8,1.0604840513918479,blue,4.182773475014186
4,50,16,8,8,22.08313089938637,white,1.4602370709119474
4,51,16,8,8,9.610043014817379,white,11.303116801725619
4,52,16,8,8,110.59533426425403,white,1.0
4,53,16,8,8,1.0,white,6.5923624965220275
4,54,16,8,8,96.19426310109712,white,66.92642191091869
4,55,16,8,8,96.64806242174075,white,95.40482417283285
4,56,16,8,8,10.149090956177108,white,14.679394760407366
4,57,16,8,8,8.37143596149556,white,13.433179877221466
4,58,16,8,8,156.07524875527525,white,0.25400257665346154
4,59,16,8,8,96.7032029116841,white,0.4884403930716993
4,60,16,8,8,4.907520229129709,white,5.907520229129709
4,61,16,8,8,3.3509266209229835,white,3.1898729604978793
4,62,16,8,8,8.033838614391327,white,8.291847100625256
4,63,16,8,8,8.0,white,14.723167280665875
4,64,16,8,8,4.124269773702088,white,8.75770101060663
4,65,16,8,8,3.6673878116581546,white,4.667387811658155
4,66,16,8,8,9.651566761316646,white,0.4594578297835683
4,67,16,8,8,0.6095998252909711,white,6.393437557969763
4,68,16,8,8,68.59603845805509,white,56.65566725310395
4,69,16,8,8,44.51891066321445,white,45.51891066321445
4,70,16,8,8,0.9798945815973246,white,9.641368943243496
4,71,16,8,8,138.83370147806073,white,105.08499870206802
4,72,16,8,8,11.32339360716193,white,3.2777714547584744
4,73,16,8,8,6.2839788039282425,white,8.23866718080078
4,74,16,8,8,119.64149174868176,white,22.09942849247026
4,75,16,8,8,117.4628825188581,white,125.4628825188581
4,76,16,8,8,1.524957609766453e-05,white,0.7239234983452597
4,77,16,8,8,138.45996861873894,white,1.2606587621834198
4,78,16,8,8,133.9495817480948,white,142.9495817480948
4,79,16,8,8,14.70589606953413,white,21.42387573478402
4,80,16,8,8,91.69511706783946,white,62.764327806171686
4,81,16,8,8,9.0,white,0.0
4,82,16,8,8,111.08343290775665,white,88.2874685029386
4,83,16,8,8,59.831791120436584,white,64.33156953373471
4,84,16,8,8,31.29240516954936,white,8.453275197617588
4,85,16,8,8,115.72572789532369,white,56.7749880806373
4,86,16,8,8,135.64971448921676,white,3.3279796540890008
4,87,16,8,8,47.3549391757442,white,21.423095246089257
4,88,16,8,8,8.894385926084182,white,9.634759048970698
4,89,16,8,8,109.44498818534487,white,0.46093368409512686
4,90,16,8,8,13.19851153899835,white,9.0
4,91,16,8,8,46.53799060858408,white,11.335291790020836
4,92,16,8,8,5.030103734333267,white,6.261121296822399
4,93,16,8,8,0.7020381159868436,white,1.7020381159868436
4,94,16,8,8,0.7651562564399224,white,8.765156256439923
4,95,16,8,8,161.00746765726402,white,137.38569920761566
4,96,16,8,8,139.05824541061048,white,18.148675022824712
4,97,16,8,8,8.866401453305489,white,5.168581563561326
4,98,16,8,8,11.324430339781324,white,5.604490255178999
4,99,16,8,8,140.19918614589284,white,146.53471883703253
5,0,16,8,8,1030.1403264705755,red,707.6194136963992
5,1,16,8,8,9.0,red,0.0
5,2,16,8,8,4.835643224558338,red,8.0
5,3,16,8,8,22.83106960019424,red,2.581419044583725
5,4,16,8,8,1051.6637179360043,red,1059.9139428867168
